216,ptak
137,biały
115,godło
73,Polska
70,reszka
24,bielik
11,jastrząb
11,wolność
10,symbol
8,sokół
6,korona
5,duży
5,herb
5,moneta
5,wysoko
4,lot
4,polski
4,sęp
3,ameryka
3,drapieżnik
3,dziób
3,gniazdo
3,lata
3,leci
3,może
3,potęga
3,"w koronie"
3,wylądował
2,górski
2,"i reszka"
2,kruk
2,przedni
2,ptaki
2,ptaszek
2,siła
2,wróbel
